Account,trade_date,daily_pnl,daily_volume,avg_trade_size,num_trades,daily_fees,win_count,closing_trade_count,pnl_volatility,net_signed_size,buy_volume,win_rate,fee_pct_of_volume,fear_greed_value,sentiment,sentiment_binary
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-02,176668.65146,10409624.47,26024.061175000003,400,1017.759074,218.0,218,3254.995316863928,11.292199999999994,5211112.44,100.0,0.0097770969253802,60,Greed,Greed
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-03,1053.0342039999998,11313463.78,16860.601758569297,671,1028.405766,47.0,162,3601.77721009608,-1618.5155,3489081.34,29.01234567901235,0.009090105258639,44,Fear,Fear
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-04,348485.459303,7562845.73,16091.161127659576,470,1192.104061,160.0,188,5867.515733925722,-1130.9564,4035328.82,85.1063829787234,0.0157626388737668,72,Greed,Greed
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-05,0.0,1643105.72,37343.31181818182,44,37.076397,0.0,0,0.0,-600.0,0.0,,0.0022564827417191,54,Neutral,Neutral
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-09,85983.0887,2970268.93,15715.708624338626,189,0.0,148.0,148,2305.130138160764,299.5464,1886322.69,100.0,0.0,46,Neutral,Neutral
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-10,0.0,807600.01,134600.00166666668,6,0.0,0.0,0,0.0,-300.0,0.0,,0.0,43,Fear,Fear
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-24,27226.891828,2677158.72,12451.901023255816,215,666.0252849999999,62.0,62,1030.245921788716,-201.2316,1078745.31,100.0,0.0248780649434188,49,Neutral,Neutral
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-25,50487.0,750000.0,12295.081967213117,61,75.0,61.0,61,1074.0909135295408,300.0,750000.0,100.0,0.01,25,Fear,Fear
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-27,115287.0,1372739.97,24958.908545454546,55,137.273975,1.0,1,,0.0,685200.0,100.0,0.0099999983973658,10,Extreme Fear,Fear
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-01,9482.221441,134360.89,2985.797555555556,45,6.71802,36.0,36,173.90766132225542,0.0,67103.3,100.0,0.0049999817655271,20,Extreme Fear,Fear
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-03,533974.662903,5365898.24,8371.136099843994,641,268.294625,540.0,540,2595.302323388319,8276.5498,4352597.8,100.0,0.004999994651408,33,Fear,Fear
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-24,40200.0,398200.0,79640.0,5,39.819998,4.0,4,15563.684851514849,0.0,198600.0,100.0,0.0099999994977398,45,Neutral,Neutral
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-04-12,307855.80341,666240.85,21491.64032258065,31,66.62407,31.0,31,29916.43192660316,424.3302,666240.8499999999,100.0,0.0099999977485619,43,Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-11-29,6928.750871,43698.25,1820.7604166666667,24,15.29437,24.0,24,403.9717656116148,-7342.36,0.0,100.0,0.0349999599526296,78,Extreme Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-11-30,4787.192359,92149.05,2972.55,31,19.38645399,22.0,22,276.24547438345377,2.4206831800000543,43680.92,100.0,0.0210381485104838,84,Extreme Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-01,0.0,0.06,0.06,1,0.0,0.0,0,0.0,-0.00736001,0.0,,0.0,81,Extreme Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-06,3515.031065,100542.16,1704.104406779661,59,6.51953622,25.0,25,461.6179585257176,1.3200000000001637,48513.58,100.0,0.0064843805026667,72,Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-07,0.0,0.05,0.05,1,0.0,0.0,0,0.0,-0.00331178,0.0,,0.0,75,Extreme Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-09,2517.787385,106651.58,978.4548623853212,109,20.5429287,63.0,63,44.12731689585794,1.4399999999999835,52066.88,100.0,0.0192617199857704,78,Extreme Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-10,0.0,0.02,0.02,1,0.0,0.0,0,0.0,-0.0016733,0.0,,0.0,78,Extreme Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-18,1613.165903,112897.91,1913.523898305085,59,20.81460217,15.0,15,316.67277452500394,0.7799999999999727,55642.42,100.0,0.0184366585439889,81,Extreme Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-19,0.0,0.11,0.11,1,0.0,0.0,0,0.0,-0.00481383,0.0,,0.0,75,Extreme Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-20,1245.51851,341740.78,10051.199411764705,34,119.60926,21.0,21,53.74007222612472,1.7763568394002505e-15,170247.77,100.0,0.0349999961959471,74,Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-13,0.0,36997.54,2845.964615384616,13,61.51029,0.0,0,0.0,175744.0,36997.54,,0.1662550807432061,61,Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-17,4493.232479,41490.68,2440.628235294117,17,14.521732,17.0,17,711.5510347327198,-175682.0,0.0,100.0,0.034999985538921,75,Extreme Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-18,2731.711834,256623.17,2645.599690721649,97,195.27277083,67.0,67,110.35686273326183,150.26029000000565,126945.86000000002,100.0,0.0760931956494809,77,Extreme Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-19,3157.373475,99490.65,1507.4340909090909,66,18.83346734,41.0,41,77.39984244428618,0.0152999999999394,48166.52,100.0,0.0189298867179981,77,Extreme Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-23,1476.317404,462665.27,1935.8379497907952,239,84.88831584,139.0,139,11.580768013992335,3.65999999999994,230594.5,100.0,0.018347674084117,75,Extreme Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-24,217.175761,126303.01,1263.0301,100,23.16906637,59.0,59,4.863934913461686,1.0300000000000864,63042.94,100.0,0.0183440334240648,75,Extreme Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-25,4221.156399,129509.91,2398.331666666667,54,24.25559825,4.0,4,1989.0230993596067,0.849999999999909,62644.37,100.0,0.0187287584787913,75,Extreme Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-27,0.0,66856.49,1519.465681818182,44,1.05928092,0.0,0,0.0,3026.52,66856.49,,0.0015844100101575,71,Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-28,6899.2458320000005,147491.22,1445.9923529411765,102,26.98262724,56.0,56,138.19079367591934,312.13,73735.48,100.0,0.0182943955850388,72,Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-29,7372.485101,81107.93000000001,1474.6896363636365,55,28.387735,55.0,55,146.65833505944818,-3336.42,0.0,100.0,0.0349999500665348,72,Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-01,3229.1513290000003,1260332.39,3239.9290231362465,389,399.97699012,142.0,155,93.09635547664026,3607.740000000003,670563.74,91.61290322580643,0.0317358336018008,68,Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-02,4285.303825,346737.72,1683.1928155339804,206,117.18364718,116.0,116,48.22434255971912,548021.85989,173338.57,100.0,0.033796048258032,60,Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-11,-12346.990829,206256.2,1483.8575539568346,139,72.189595,0.0,124,294.11859966061303,-551448.0,130354.65,0.0,0.0349999636374567,47,Neutral,Neutral
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-12,355.5854,296942.47000000003,2062.1004861111114,144,103.929779,127.0,127,2.131034834441468,-50.8446,83116.16,100.0,0.0349999712065438,46,Neutral,Neutral
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-24,-5690.920624,345506.41000000003,2146.002546583851,161,63.214508730000006,52.0,53,940.1655759309542,-252.75999999999976,172832.62999999998,98.1132075471698,0.0182961898536122,49,Neutral,Neutral
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-27,0.0,76066.87,1462.824423076923,52,1.35322108,0.0,0,0.0,3866.35,76066.87000000001,,0.0017789887765856,10,Extreme Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-02,1235.906631,77302.61,3681.076666666667,21,27.055916,21.0,21,178.40581304258845,-3864.99,0.0,100.0,0.0350000032340434,26,Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-03,1244.995748,142598.3,1602.2280898876404,89,26.450578720000003,29.0,29,100.20023274176332,1.270000000000172,70676.59,100.0,0.0185490140625799,33,Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-04,-3169.355468,114173.17,1756.5103076923076,65,20.67737314,0.0,10,944.5459188997348,1.2600000000002185,58671.34999999999,0.0,0.0181105360742808,15,Extreme Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-06,0.0,55481.42,1499.4978378378378,37,1.26292469,0.0,0,0.0,3608.36,55481.42,,0.0022763020304815,25,Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-08,2755.56043,173357.62,1651.0249523809523,105,41.87209146,104.0,104,41.7920840023104,-3605.76,57560.25,100.0,0.0241535915525374,28,Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-09,0.0,58196.56,8313.794285714286,7,0.39589471,0.0,0,0.0,3958.95,58196.56,,0.0006802716689783,27,Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-10,-1065.797583,176292.61,3326.2756603773582,53,41.25995296,51.0,52,347.71591424521534,-3958.14,59580.93,98.07692307692308,0.0234042442051314,20,Extreme Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-12,1591.753271,115769.39,2184.328113207547,53,20.961068,52.0,52,40.82206346871301,0.4200000000001402,57088.8,100.0,0.0181058810105158,34,Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-13,-2315.377191,115001.41,4259.311481481482,27,20.26831496,0.0,10,366.00429668930326,0.5500000000001819,58658.39,0.0,0.0176244056138094,45,Neutral,Neutral
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-28,0.0,61324.83,1460.115,42,1.54451693,0.0,0,0.0,4412.91,61324.83,,0.0025185833046744,44,Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-29,-5018.466447,56306.5,580.479381443299,97,19.707219,0.0,97,72.44897659131982,-4411.37,0.0,0.0,0.0349999005443421,26,Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-31,716.143949,113285.54,730.8744516129032,155,20.92763202,83.0,83,11.886107802919827,0.9799999999999898,56284.71,100.0,0.0184733479842175,34,Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-02,0.0,54768.6,54768.6,1,0.456405,0.0,0,0.0,4564.05,54768.6,,0.0008333333333333,44,Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-15,0.0,16.37,16.37,1,0.00035346,0.0,0,0.0,1.01,16.37,,0.002159193646915,38,Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-16,-229.398114,160045.22,751.3860093896714,213,56.015709,21.0,155,3.251609808203446,-4562.18,45749.600000000006,13.548387096774196,0.0349999262708377,29,Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-17,951.934443,528313.42,766.7829027576198,689,129.33009467,301.0,301,4.173050738819774,895.32,271308.61,100.0,0.0244798049366226,30,Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-18,242.13172,168880.15,529.4048589341693,319,30.71132149,247.0,247,1.2005644982317054,6.230000000000018,84356.54,100.0,0.0181852760611593,33,Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-19,233.151066,227488.93,743.4278758169935,306,51.65146789,192.0,216,1.6927791933742,1.670000000000039,113627.88,88.88888888888889,0.0227050467422744,32,Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-20,-1996.369256,411590.03,1058.07205655527,389,88.53366847,107.0,169,37.20802297091844,4673.09,248128.79000000004,63.31360946745562,0.0215101586571472,37,Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-21,3434.689308,86106.24,887.6931958762888,97,30.137128,97.0,97,56.63680599010865,-4669.83,0.0,100.0,0.0349999349640629,39,Fear,Fear
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-22,7.378,100805.81,4582.0822727272725,22,10.080576,3.0,3,1.5827474003558917,-54000.0,3449.21,100.0,0.0099999950399684,47,Neutral,Neutral
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-23,4514.018059,2514413.5,2050.90823817292,1226,375.987534,666.0,738,52.21490467727034,55732.7,1303030.08,90.2439024390244,0.0149532896637724,72,Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-24,618.5701799999999,780102.05,6342.293089430895,123,120.545237,9.0,66,76.44529230206244,-200.0,353869.83,13.636363636363637,0.0154524958625605,63,Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-25,1350.82303,468235.07,2262.0051690821256,207,76.49138628,31.0,31,71.19433842461653,5487.330000000001,319730.78,100.0,0.0163361079040918,60,Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-26,-4648.8710550000005,96183.93,284.5678402366864,338,16.916102,0.0,338,33.090644623953665,-5285.4800000000005,0.0,0.0,0.0175872435239441,65,Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-27,0.0,96167.16,1435.3307462686569,67,0.267131,0.0,0,0.0,5342.62,96167.16,,0.0002777777777777,61,Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-29,5179.772745,101346.88,1221.0467469879518,83,30.404024,83.0,83,81.26284790253338,-5342.35,0.0,100.0,0.029999960531592,60,Greed,Greed
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-05-01,1243.853569,203876.44,815.50576,250,31.0304917,81.0,81,19.54304139194419,0.259999999999863,101316.24,100.0,0.0152202440360445,53,Neutral,Neutral
0x271b280974205ca63b716753467d5a371de622ab,2024-07-15,-1.0,30351.0,6070.2,5,10.197932,0.0,2,0.1702713129097206,0.0,15176.0,0.0,0.0335999868208625,52,Neutral,Neutral
0x271b280974205ca63b716753467d5a371de622ab,2024-11-29,1584.342755,1584.35,1584.35,1,0.53234,1.0,1,,-374.55,0.0,100.0,0.0335998990122132,78,Extreme Greed,Greed
0x271b280974205ca63b716753467d5a371de622ab,2024-12-04,208.81746,158123.95,39530.9875,4,34.129711,3.0,3,62.10381136034407,-1.1102230246251563e-16,78957.57,100.0,0.0215841502821046,78,Extreme Greed,Greed
0x271b280974205ca63b716753467d5a371de622ab,2025-04-09,29075.959998,10906137.41,9781.289156950672,1115,3203.574067,471.0,519,157.846118525178,1.2050100000000243,5487944.13,90.7514450867052,0.0293740482681118,18,Extreme Fear,Fear
0x271b280974205ca63b716753467d5a371de622ab,2025-04-10,484.56145,335201.09,19717.711176470588,17,96.537896,17.0,17,35.03961108613002,4.0611,335201.09,100.0,0.0287999946539553,39,Fear,Fear
0x271b280974205ca63b716753467d5a371de622ab,2025-04-19,5944.486861,3456856.69,6172.958375,560,823.427713,46.0,46,143.82543174379964,-35668.741,831371.1099999999,100.0,0.0238201287135221,32,Fear,Fear
0x271b280974205ca63b716753467d5a371de622ab,2025-04-20,8275.367738,2429340.2,2792.3450574712647,870,580.548944,418.0,418,34.861570485265275,-106273.9850695,1668792.4800000002,100.0,0.0238973917280091,37,Fear,Fear
0x271b280974205ca63b716753467d5a371de622ab,2025-04-21,2638.012587,181907.37,1837.4481818181816,99,49.803628,61.0,61,56.15273296668763,139508.76,115655.32,100.0,0.0273785652554924,39,Fear,Fear
0x271b280974205ca63b716753467d5a371de622ab,2025-04-22,-67170.065866,6517922.83,8497.94371577575,767,1892.80616,0.0,388,459.97609088113353,208.69045000000145,2721306.6900000004,0.0,0.0290400210215437,47,Neutral,Neutral
0x271b280974205ca63b716753467d5a371de622ab,2025-04-23,3087.5800150000005,4383553.05,12382.918220338985,354,948.870975,129.0,144,510.7925497016542,21.16676000000015,3175080.53,89.58333333333334,0.0216461615538107,72,Greed,Greed
0x271b280974205ca63b716753467d5a371de622ab,2025-04-24,0.8497100000000001,3499.79,1166.5966666666666,3,1.049939,3.0,3,0.2977037588498562,-1.9994,0.0,100.0,0.0300000571462859,63,Greed,Greed
0x271b280974205ca63b716753467d5a371de622ab,2025-04-25,0.0,0.17,0.17,1,0.0,0.0,0,0.0,-9.73e-05,0.0,,0.0,60,Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-15,113.34434,10363.96,942.1781818181818,11,2.537788,6.0,9,14.866157025397277,68.70262,1685.61,66.66666666666666,0.0244866633989324,80,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-16,55.462852000000005,31010.28,301.07067961165046,103,10.111989,15.0,24,7.35188186272392,-6250.2567,13847.51,62.5,0.0326085059535096,86,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-17,151.582784,26964.99,364.3917567567567,74,7.870728,29.0,37,10.373953920758774,-2150.1172,11989.86,78.37837837837837,0.0291886924489866,90,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-18,175.496962,159466.16,711.9025,224,55.49848,96.0,128,8.790010728464962,-5785.78775,78182.68,75.0,0.0348026691054704,83,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-19,89.687584,416961.44,1661.2009561752989,251,141.951711,106.0,136,8.785334678768317,-4799.00672,207381.76000000007,77.94117647058823,0.0340443257774627,90,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-20,-139.041823,681820.12,2011.268790560472,339,233.269247,122.0,186,16.950602522062834,16663.68037,338005.73,65.59139784946237,0.0342127256379585,83,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-21,745.8496700000001,260704.74,554.6909361702127,470,90.546062,167.0,247,9.18641177993161,3822.774060000025,128055.49,67.61133603238866,0.0347312680237421,82,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-22,228.693184,177059.0,425.6225961538461,416,60.217207,132.0,220,7.054758184561956,177524.40628,91016.97999999998,60.0,0.0340096843425073,94,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-23,574.44289,39768.46,303.5760305343512,131,13.360142,51.0,65,14.651108867033107,80659.33348999999,19596.08,78.46153846153847,0.0335948186075095,93,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-24,242.924282,18035.44,257.64914285714286,70,5.534242,28.0,38,17.879379476421,71940.68154,10255.419999999998,73.68421052631578,0.0306853727993328,80,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-25,211.993347,107105.1,378.4632508833922,283,36.408898,108.0,163,8.96199521592655,-329218.02945000003,46616.95999999999,66.25766871165644,0.0339936174841347,82,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-26,-527.861855,274298.36,1549.7082485875706,177,93.240848,69.0,98,36.19302313785723,3439.2665800000013,141820.87000000002,70.40816326530613,0.0339924919711514,79,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-27,388.890278,150442.21,808.8290860215053,186,51.674178,74.0,99,8.924911486802008,-816.2749999999987,74252.68999999997,74.74747474747475,0.0343481912423381,75,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-28,133.734646,184383.78,861.6064485981308,214,62.182144,85.0,114,6.089736897946676,-710.5899999999995,88487.8,74.56140350877193,0.0337243026474454,77,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,10175.705812,51790.63,281.4708152173913,184,20.9958931,82.0,99,297.3144809880204,16222.83,26629.26,82.82828282828282,0.0405399453530493,78,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,6191.916253,36321.7,221.47378048780487,164,12.73029777,92.0,108,149.79061664273678,-8623.26,11456.55,85.18518518518519,0.0350487388255505,84,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,4119.486944,48866.67,257.193,190,16.78842838,92.0,97,73.92343177252806,-19537.8137,19033.67,94.84536082474226,0.034355580971652,81,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,524.687813,14247.63,127.21098214285716,112,4.71856429,52.0,54,25.20659700034681,10919.80868,9344.6,96.29629629629628,0.0331182399458716,80,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,4306.22352,11098.11,119.33451612903228,93,4.49847,51.0,51,125.02644760576332,-1139.6699999999996,2254.78,100.0,0.0405336584337333,76,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,5782.626637,16208.04,155.84653846153847,104,6.64321623,43.0,44,268.8256046162005,1940.61,4377.360000000001,97.72727272727272,0.0409871658140034,78,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,14698.972028,24243.28,257.9072340425532,94,8.10162876,50.0,50,749.0731783859337,-1103.9,3204.15,100.0,0.033418038978224,84,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,1505.060594,9862.44,129.76894736842107,76,2.66104299,24.0,24,74.19540977544575,-3166.86,3587.45,100.0,0.0269815886332388,72,Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-07,2935.104636,11616.42,165.94885714285715,70,3.41590893,28.0,28,337.5258782904745,-499.51,3744.88,100.0,0.029405866265166,75,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-08,507.380745,10639.72,83.77732283464566,127,3.75475514,50.0,50,21.97507241484517,-20127.32,4523.079999999999,100.0,0.0352899807513731,79,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-09,1196.800511,24623.82,107.9992105263158,228,7.76593389,155.0,158,12.490584753198211,28865.89,22186.2,98.1012658227848,0.0315382986474072,78,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-10,582.150946,13064.35,107.08483606557375,122,4.89959876,68.0,75,13.067905846731083,15520.29319,10267.12,90.66666666666666,0.0375035785171095,78,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-11,2646.729828,11770.35,104.16238938053098,113,4.257212,45.0,53,91.34838025936604,-13363.92789,1289.67,84.90566037735849,0.0361689499462632,74,Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-12,4997.407254,24946.87,134.84794594594595,185,8.82972431,102.0,115,95.5956260600311,-4471.22043,9263.29,88.69565217391305,0.0353941168170596,83,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-13,1764.252765,9389.0,85.35454545454546,110,4.22425423,53.0,53,27.48672029291332,-2841.5400000000004,3168.86,100.0,0.0449915244434977,76,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-14,12755.288783,27844.66,197.4798581560284,141,9.381848,108.0,111,179.70663635280172,-13325.34481,4873.22,97.2972972972973,0.0336935268737344,83,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-15,7413.084181,20720.21,121.88358823529413,170,14.37107684,87.0,92,131.12360847788233,14057.4649,5244.000000000001,94.56521739130434,0.0693577760070964,80,Extreme Greed,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-16,13220.002821,29837.54,143.44971153846154,208,9.86623615,148.0,148,149.58036137746993,-17073.19298,5176.010000000001,100.0,0.0330665200616404,83,Extreme Greed,Greed
